FID,wcode,practicename,noofbranches,ppclustercode,ppclustername,uprn,usrn,easting,northing,latitude,longitude,lhb_code,lhbwcode,lhb_name_cy,lhb_name_en,lacode,msoa21cd,edcode,lsoa21cd,countrycode,country_cy,country_en,fid,id,geom
gpmainsites_ogl.314,W97041,Crwys Medical Centre,0,CC421,Cardiff North,10008905579,5802087,317991,179027,51.5042045,-3.1829624,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000394,W05001274,W01001726,W92000004,Cymru,Wales,651,303,MULTIPOINT ((317991 179027))
gpmainsites_ogl.315,W97044,Cardiff Bay Surgery,1,CC413,City & Cardiff South,1.00101E+11,5800297,318064.03,174729.37,51.4655806,-3.1809122,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000412,W05001279,W01001761,W92000004,Cymru,Wales,652,304,MULTIPOINT ((318064.03 174729.37))
gpmainsites_ogl.316,W97045,Llantwit Major & Coastal Vale Medical Practice,2,CC433,Western Vale,64006767,41500896,296962.7,168870.08,51.4094606,-3.4828763,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000014,W02000247,W05001392,W01001107,W92000004,Cymru,Wales,655,305,MULTIPOINT ((296962.7 168870.08))
gpmainsites_ogl.317,W97046,Vale Group Practice,4,CC431,Central Vale,64048192,41500546,310316.21,169337.44,51.4159343,-3.2910508,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000014,W02000246,W05001389,W01001103,W92000004,Cymru,Wales,658,306,MULTIPOINT ((310316.21 169337.44))
gpmainsites_ogl.318,W97047,Fairwater Health Centre,0,CC423,Cardiff West,10002525545,5801618,313925.97,177594.13,51.4907185,-3.2411667,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000397,W05001277,W01001750,W92000004,Cymru,Wales,663,307,MULTIPOINT ((313925.97 177594.13))
gpmainsites_ogl.319,W97048,Four Elms Medical Centre,1,CC412,Cardiff South East,10003566708,5804252,321554,177427,51.4903276,-3.1312825,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000403,W05001295,W01002021,W92000004,Cymru,Wales,664,308,MULTIPOINT ((321554 177427))
gpmainsites_ogl.320,W97052,Western Vale Family Practice,2,CC433,Western Vale,64104368,41500929,299489.62,174876.87,51.4639085,-3.4482633,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000014,W02000238,W05001385,W01001084,W92000004,Cymru,Wales,667,309,MULTIPOINT ((299489.62 174876.87))
gpmainsites_ogl.321,W97053,St Isan Road Surgery,0,CC421,Cardiff North,1.00101E+11,5801843,317498,180491,51.5172936,-3.1904072,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000384,W05001280,W01001769,W92000004,Cymru,Wales,670,310,MULTIPOINT ((317498 180491))
gpmainsites_ogl.322,W97055,Dinas Powys Medical Centre,0,CC432,Eastern Vale,64109716,41500664,316440.98,170923.6,51.4311305,-3.203372,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000014,W02000242,W05001386,W01001088,W92000004,Cymru,Wales,671,311,MULTIPOINT ((316440.98 170923.6))
gpmainsites_ogl.323,W97056,City Surgery,0,CC412,Cardiff South East,1.00101E+11,5800398,318811,177533,51.4908923,-3.1708065,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000399,W05001289,W01001829,W92000004,Cymru,Wales,672,312,MULTIPOINT ((318811 177533))
gpmainsites_ogl.324,W97058,Court Road Surgery,0,CC431,Central Vale,64005613,41500254,312180.71,168521.72,51.408893,-3.2640443,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000014,W02000248,W05001380,W01001065,W92000004,Cymru,Wales,674,313,MULTIPOINT ((312180.71 168521.72))
gpmainsites_ogl.325,W97060,Clifton Surgery,0,CC412,Cardiff South East,1.00101E+11,5804599,319580.7,177169.31,51.4877331,-3.1596397,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000399,W05001289,W01001833,W92000004,Cymru,Wales,676,314,MULTIPOINT ((319580.7 177169.31))
gpmainsites_ogl.326,W97061,Grange Medical Practice,0,CC413,City & Cardiff South,2.00003E+11,5802268,317526,175320,51.4708119,-3.1887936,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000410,W05001279,W01001767,W92000004,Cymru,Wales,677,315,MULTIPOINT ((317526 175320))
gpmainsites_ogl.327,W97062,Sully Surgery,0,CC431,Central Vale,1.00101E+11,41500839,315386.03,168286.76,51.4072692,-3.2179135,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000014,W02000244,W05001401,W01001132,W92000004,Cymru,Wales,678,316,MULTIPOINT ((315386.03 168286.76))
gpmainsites_ogl.328,W97063,Corporation Road Surgery,0,CC413,City & Cardiff South,10002530027,5804668,318765,174581,51.4643481,-3.1707895,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000423,W05001271,W01001942,W92000004,Cymru,Wales,679,317,MULTIPOINT ((318765 174581))
gpmainsites_ogl.330,W97065,Pontprennau Medical Centre,1,CC421,Cardiff North,10002509558,5803928,320954.03,182548.16,51.5362809,-3.1410733,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000369,W05001290,W01001842,W92000004,Cymru,Wales,681,318,MULTIPOINT ((320954.03 182548.16))
gpmainsites_ogl.331,W97067,Kings Road Surgery,0,CC422,Cardiff South West,1.00101E+11,5801135,316815,177018,51.4859722,-3.199428,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000400,W05001293,W01001860,W92000004,Cymru,Wales,684,319,MULTIPOINT ((316815 177018))
gpmainsites_ogl.332,W97068,Greenmount Surgery,1,CC422,Cardiff South West,10002508899,5800385,313476,175350,51.470476,-3.2470959,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000411,W05001272,W01001705,W92000004,Cymru,Wales,685,320,MULTIPOINT ((313476 175350))
gpmainsites_ogl.333,W97069,Willowbrook Surgery,0,CC411,Cardiff East,1.00101E+11,5803693,324391.75,181192.34,51.5245647,-3.0912257,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000377,W05001296,W01001877,W92000004,Cymru,Wales,689,321,MULTIPOINT ((324391.75 181192.34))
gpmainsites_ogl.334,W97286,Llandaff North Medical Centre,0,CC423,Cardiff West,10002526039,5801872,314785.71,179281.96,51.5060219,-3.229195,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000389,W05001283,W01001789,W92000004,Cymru,Wales,690,322,MULTIPOINT ((314785.71 179281.96))
gpmainsites_ogl.335,W97291,Butetown Medical Practice,0,CC413,City & Cardiff South,10090716605,5801776,318856.31,175262.55,51.4704882,-3.1696321,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000423,W05001271,W01001699,W92000004,Cymru,Wales,692,323,MULTIPOINT ((318856.31 175262.55))
gpmainsites_ogl.336,W97294,Whitchurch Medical Centre,0,CC423,Cardiff West,2.00003E+11,5801540,314844.52,180618.22,51.5180431,-3.2286714,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000376,W05001297,W01001895,W92000004,Cymru,Wales,693,324,MULTIPOINT ((314844.52 180618.22))
gpmainsites_ogl.337,W97296,Meddygfa Canna Surgery,0,CC422,Cardiff South West,1.00101E+11,5802187,316901.71,176594.24,51.4821755,-3.1980796,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000400,W05001293,W01001861,W92000004,Cymru,Wales,694,325,MULTIPOINT ((316901.71 176594.24))
gpmainsites_ogl.338,W97299,Clare Road Medical Centre,0,CC413,City & Cardiff South,1.00101E+11,5800401,317676,175331,51.4709327,-3.1866371,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000410,W05001279,W01001767,W92000004,Cymru,Wales,695,326,MULTIPOINT ((317676 175331))
gpmainsites_ogl.339,W97611,The Practice Of Health,0,CC431,Central Vale,64041296,41500254,312646.66,168986.38,51.4131425,-3.2574612,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000014,W02000248,W05001381,W01001069,W92000004,Cymru,Wales,696,327,MULTIPOINT ((312646.66 168986.38))
gpmainsites_ogl.340,W97616,Grangetown Health Centre,0,CC413,City & Cardiff South,1.00101E+11,5800297,318064.03,174729.37,51.4655806,-3.1809122,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000412,W05001279,W01001761,W92000004,Cymru,Wales,700,328,MULTIPOINT ((318064.03 174729.37))
gpmainsites_ogl.341,W97619,Llandaff Surgery,1,CC423,Cardiff West,1.00101E+11,5801033,315482,177901,51.4937122,-3.2188332,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000392,W05001282,W01001781,W92000004,Cymru,Wales,702,329,MULTIPOINT ((315482 177901))
gpmainsites_ogl.342,W98001,Pontardawe Primary Care Centre,0,CC311,Upper Valleys,10014165167,47707157,272504,203930,51.719565,-3.8470989,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000012,W02000202,W05001706,W01000948,W92000004,Cymru,Wales,705,330,MULTIPOINT ((272504 203930))
gpmainsites_ogl.343,W98002,Dyfed Road Health Centre,0,CC309,Neath,2.00001E+11,47710877,275707,197522,51.6626964,-3.7984702,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000012,W02000206,W05001704,W01000939,W92000004,Cymru,Wales,706,331,MULTIPOINT ((275707 197522))
gpmainsites_ogl.344,W98003,Cwmfelin Medical Centre,0,CC310,Penderi,10010025926,39107480,265187.12,194589.44,51.6339172,-3.9493505,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000183,W05001041,W01000742,W92000004,Cymru,Wales,707,332,MULTIPOINT ((265187.12 194589.44))
gpmainsites_ogl.345,W98004,Brynhyfryd Medical Centre,0,CC310,Penderi,10091615583,39107449,265495.68,195966.99,51.6463702,-3.9454243,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000176,W05001057,W01000821,W92000004,Cymru,Wales,708,333,MULTIPOINT ((265495.68 195966.99))
gpmainsites_ogl.346,W98005,Llansamlet Surgery,0,CC307,Cwmtawe,1.00101E+11,39100894,269737.23,197476.25,51.6609326,-3.884718,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000177,W05001052,W01000798,W92000004,Cymru,Wales,709,334,MULTIPOINT ((269737.23 197476.25))
gpmainsites_ogl.347,W98006,Castle Surgery,0,CC309,Neath,2.00003E+11,47718152,275475,197796,51.6651074,-3.8019206,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000012,W02000206,W05001704,W01000938,W92000004,Cymru,Wales,710,335,MULTIPOINT ((275475 197796))
gpmainsites_ogl.348,W98007,Practice 2 Fforestfach Medical Centre,0,CC310,Penderi,2.00003E+11,39102086,263626,195853,51.6448953,-3.9723856,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000180,W05001043,W01000762,W92000004,Cymru,Wales,711,336,MULTIPOINT ((263626 195853))
gpmainsites_ogl.349,W98008,Princess Street Surgery,0,CC308,Llwchwr,2.00003E+11,39102052,258590,198792,51.6700591,-4.0463115,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000172,W05001047,W01000774,W92000004,Cymru,Wales,712,337,MULTIPOINT ((258590 198792))
gpmainsites_ogl.350,W98010,Skewen Medical Centre,0,CC309,Neath,1.00101E+11,47707367,272805,197346,51.6604648,-3.8403419,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000012,W02000208,W05001691,W01000912,W92000004,Cymru,Wales,713,338,MULTIPOINT ((272805 197346))
gpmainsites_ogl.351,W98012,Estuary Group Practice,2,CC308,Llwchwr,2.00003E+11,39101692,258893,196614,51.6505647,-4.0410531,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000179,W05001049,W01000777,W92000004,Cymru,Wales,714,339,MULTIPOINT ((258893 196614))
gpmainsites_ogl.352,W98013,Talybont Surgery,0,CC308,Llwchwr,2.00003E+11,39102286,258801,203958,51.7165319,-4.0453566,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000168,W05001062,W01000846,W92000004,Cymru,Wales,717,340,MULTIPOINT ((258801 203958))
gpmainsites_ogl.353,W98015,Mountain View Health Centre,0,CC306,CityHealth,10091615623,39101664,264804.6,194244.71,51.6307276,-3.954741,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000186,W05001066,W01000864,W92000004,Cymru,Wales,718,341,MULTIPOINT ((264804.6 194244.71))
gpmainsites_ogl.354,W98016,St Thomas Surgery,1,CC302,BayHealth,1.00101E+11,39102654,267457,193082,51.6209106,-3.916001,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000188,W05001065,W01000852,W92000004,Cymru,Wales,719,342,MULTIPOINT ((267457 193082))
gpmainsites_ogl.355,W98017,Afan Valley Group Practice,1,CC301,Afan,1.00101E+11,47701995,287456,198968,51.6781696,-3.6291426,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000012,W02000427,W05001696,W01001990,W92000004,Cymru,Wales,721,343,MULTIPOINT ((287456 198968))
gpmainsites_ogl.357,W98020,Nicholl St Medical Centre,0,CC306,CityHealth,1.00101E+11,39101785,264989,192944,51.6190839,-3.951576,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000192,W05001041,W01000745,W92000004,Cymru,Wales,727,344,MULTIPOINT ((264989 192944))
gpmainsites_ogl.358,W98021,Sketty & Killay Medical Centres,1,CC302,BayHealth,2.00002E+11,39100703,262668,192729,51.6165899,-3.9849964,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000194,W05001064,W01000861,W92000004,Cymru,Wales,728,345,MULTIPOINT ((262668 192729))
gpmainsites_ogl.359,W98022,Cwmtawe Medical Group,2,CC307,Cwmtawe,10010057608,39101305,269323.89,201442.17,51.6964754,-3.8921766,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000169,W05001042,W01000754,W92000004,Cymru,Wales,730,346,MULTIPOINT ((269323.89 201442.17))
gpmainsites_ogl.360,W98023,The Grove Medical Centre,1,CC302,BayHealth,1.00101E+11,39102450,263947,192961,51.6189854,-3.9666247,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000191,W05001067,W01000874,W92000004,Cymru,Wales,733,347,MULTIPOINT ((263947 192961))
gpmainsites_ogl.361,W98024,Brunswick Health Centre,0,CC306,CityHealth,10010024169,39102253,264705,192749,51.6172633,-3.9556004,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000193,W05001041,W01000749,W92000004,Cymru,Wales,735,348,MULTIPOINT ((264705 192749))
gpmainsites_ogl.362,W98027,Kingsway Surgery,0,CC306,CityHealth,10010041037,39106336,265400.19,193145.73,51.6209951,-3.9457179,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000192,W05001041,W01001955,W92000004,Cymru,Wales,738,349,MULTIPOINT ((265400.19 193145.73))
gpmainsites_ogl.363,W98028,Practice 1 Fforestfach Medical Centre,0,CC310,Penderi,2.00003E+11,39102086,263626,195853,51.6448953,-3.9723856,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000180,W05001043,W01000762,W92000004,Cymru,Wales,739,350,MULTIPOINT ((263626 195853))
gpmainsites_ogl.364,W98030,Dulais Valley Primary Care Centre,0,CC311,Upper Valleys,10014160942,47715747,281064,207735,51.7556426,-3.7245437,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000012,W02000200,W05001694,W01000965,W92000004,Cymru,Wales,741,351,MULTIPOINT ((281064 207735))
gpmainsites_ogl.365,W98031,Mount Surgery,0,CC301,Afan,2.00003E+11,47718372,277565,188590,51.5828314,-3.7684976,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000012,W02000217,W05001702,W01000967,W92000004,Cymru,Wales,743,352,MULTIPOINT ((277565 188590))
gpmainsites_ogl.366,W98032,Fairfield Surgery,0,CC301,Afan,10023948760,47708782,274791.44,191243.74,51.6060707,-3.8094557,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000012,W02000214,W05001679,W01000883,W92000004,Cymru,Wales,744,353,MULTIPOINT ((274791.44 191243.74))
gpmainsites_ogl.367,W98033,The Mumbles Medical Practice,1,CC302,BayHealth,1.00101E+11,39102549,261209,188796,51.5808904,-4.0044994,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000196,W05001070,W01000880,W92000004,Cymru,Wales,745,354,MULTIPOINT ((261209 188796))
gpmainsites_ogl.368,W98034,Ty'r Felin Surgery,0,CC308,Llwchwr,2.00003E+11,39100435,259230,198797,51.6702648,-4.0370648,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000172,W05001047,W01001991,W92000004,Cymru,Wales,747,355,MULTIPOINT ((259230 198797))
gpmainsites_ogl.369,W98035,Riverside Surgery,0,CC301,Afan,10023948764,47708782,274792.28,191243.6,51.6060697,-3.8094436,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000012,W02000214,W05001679,W01000883,W92000004,Cymru,Wales,748,356,MULTIPOINT ((274792.28 191243.6))
gpmainsites_ogl.370,W98036,Victoria Gardens Surgery,0,CC309,Neath,1.00101E+11,47710347,275355,197334,51.6609288,-3.8034899,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000012,W02000206,W05001704,W01000939,W92000004,Cymru,Wales,750,357,MULTIPOINT ((275355 197334))
gpmainsites_ogl.371,W98039,Greenhill Medical Centre,1,CC306,CityHealth,2.00003E+11,39101053,265709.88,194091.26,51.6295656,-3.9416103,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000192,W05001041,W01001955,W92000004,Cymru,Wales,752,358,MULTIPOINT ((265709.88 194091.26))
gpmainsites_ogl.372,W98040,Quays Medical Practice,0,CC309,Neath,10023950843,47709332,273623,193292,51.624217,-3.8270576,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000012,W02000211,W05001685,W01000897,W92000004,Cymru,Wales,754,359,MULTIPOINT ((273623 193292))
gpmainsites_ogl.373,W98041,King's Surgery,0,CC301,Afan,10023948761,47708782,274787.38,191246.82,51.6060975,-3.8095154,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000012,W02000214,W05001679,W01000883,W92000004,Cymru,Wales,755,360,MULTIPOINT ((274787.38 191246.82))
gpmainsites_ogl.374,W98043,Manselton Surgery,0,CC310,Penderi,2.00003E+11,39100788,264878,195203,51.6393566,-3.9540513,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000182,W05001044,W01000767,W92000004,Cymru,Wales,757,361,MULTIPOINT ((264878 195203))
gpmainsites_ogl.375,W98044,Strawberry Place Surgery,0,CC307,Cwmtawe,2.00003E+11,39102303,266849,198127,51.666103,-3.9266997,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000175,W05001055,W01000813,W92000004,Cymru,Wales,758,362,MULTIPOINT ((266849 198127))
gpmainsites_ogl.376,W98045,Gower Medical Practice,1,CC302,BayHealth,2.00003E+11,39101708,246195,187547,51.5657695,-4.2204779,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000197,W05001048,W01000775,W92000004,Cymru,Wales,759,363,MULTIPOINT ((246195 187547))
gpmainsites_ogl.377,W98046,Vale of Neath Practice,0,CC311,Upper Valleys,10094264400,47718692,286762,205832,51.7397207,-3.6414071,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000012,W02000201,W05001683,W01000925,W92000004,Cymru,Wales,761,364,MULTIPOINT ((286762 205832))
gpmainsites_ogl.378,W98048,Tabernacle Surgery,0,CC309,Neath,1.00101E+11,47707372,272755,197229,51.6594021,-3.8410218,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000012,W02000208,W05001691,W01000913,W92000004,Cymru,Wales,763,365,MULTIPOINT ((272755 197229))
gpmainsites_ogl.379,W98049,Uplands Surgery,1,CC302,BayHealth,10010023403,39102207,263624.81,192886.04,51.6182338,-3.9712465,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000191,W05001067,W01000870,W92000004,Cymru,Wales,764,366,MULTIPOINT ((263624.81 192886.04))
gpmainsites_ogl.380,W98053,University Health Centre,0,CC302,BayHealth,10010061489,39106548,262926.08,192018.08,51.6102644,-3.9809931,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000194,W05001064,W01000861,W92000004,Cymru,Wales,769,367,MULTIPOINT ((262926.08 192018.08))
gpmainsites_ogl.381,W98055,Kings Road Surgery,0,CC302,BayHealth,10010022312,39101385,261235,187999,51.573735,-4.0038092,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000198,W05001056,W01000825,W92000004,Cymru,Wales,770,368,MULTIPOINT ((261235 187999))
gpmainsites_ogl.382,W98056,Harbourside Health Centre,1,CC306,CityHealth,10010063532,39101412,266665.83,193071.36,51.6206281,-3.9274184,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000188,W05001068,W01001996,W92000004,Cymru,Wales,771,369,MULTIPOINT ((266665.83 193071.36))
gpmainsites_ogl.383,W98057,SA1 Medical Centre,1,CC306,CityHealth,10010063533,39101412,266665.83,193071.36,51.6206281,-3.9274184,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000188,W05001068,W01001996,W92000004,Cymru,Wales,773,370,MULTIPOINT ((266665.83 193071.36))
gpmainsites_ogl.384,W98608,Abertawe Medical Partnership,1,CC306,CityHealth,1.00101E+11,39102253,264822,192828,51.6180013,-3.953942,7A3,W11000031,Bwrdd Iechyd Prifysgol Bae Abertawe,Swansea Bay University Health Board,W06000011,W02000191,W05001041,W01000747,W92000004,Cymru,Wales,777,371,MULTIPOINT ((264822 192828))
